,GeneNames,log2FC,p-value
5302,LOC_Os05g22730.1,1.584962501,0.330834119
5303,LOC_Os09g35910.1,1.584962501,0.330834119
5304,LOC_Os05g48260.1,1.584962501,0.330834119
5305,LOC_Os01g42980.2,1.584962501,0.330834119
5306,LOC_Os04g42480.1,1.584962501,0.330834119
5307,LOC_Os04g58190.2,1.584962501,0.330834119
5308,LOC_Os02g47000.1,1.584962501,0.330834119
5309,LOC_Os04g39560.3,1.584962501,0.330834119
5310,LOC_Os08g29590.1,1.584962501,0.330834119
5311,LOC_Os02g06540.1,1.584962501,0.330834119
5312,LOC_Os03g57880.3,1.584962501,0.330834119
5313,LOC_Os04g33510.2,1.584962501,0.330834119
5314,LOC_Os03g18550.2,1.584962501,0.330834119
5315,LOC_Os02g13770.1,1.584962501,0.330834119
5316,LOC_Os07g33330.1,1.584962501,0.330834119
5317,LOC_Os02g04750.3,1.584962501,0.330834119
5318,LOC_Os10g41450.1,1.584962501,0.330834119
5319,LOC_Os09g06910.1,1.584962501,0.330834119
5320,LOC_Os10g35770.1,1.584962501,0.330834119
5321,LOC_Os09g25370.1,1.584962501,0.330834119
5322,LOC_Os08g42720.1,1.584962501,0.330834119
5323,LOC_Os10g08230.1,1.584962501,0.330834119
5324,LOC_Os04g57780.1,1.584962501,0.330834119
5325,LOC_Os02g26550.3,1.584962501,0.330834119
5326,LOC_Os01g56360.1,1.584962501,0.330834119
5327,LOC_Os04g52560.1,1.584962501,0.330834119
5328,LOC_Os01g08020.1,1.584962501,0.330834119
5329,LOC_Os03g10850.2,1.584962501,0.330834119
5330,LOC_Os03g38960.1,1.584962501,0.330834119
5331,LOC_Os07g39350.1,1.584962501,0.330834119
5332,LOC_Os01g47630.2,1.584962501,0.330834119
5333,LOC_Os02g53110.2,1.584962501,0.330834119
5334,LOC_Os09g32968.2,1.584962501,0.330834119
5335,LOC_Os04g49550.1,1.584962501,0.330834119
5336,LOC_Os03g52160.1,1.584962501,0.330834119
5337,LOC_Os03g15430.2,1.584962501,0.330834119
5338,LOC_Os01g53079.1,1.584962501,0.330834119
5339,LOC_Os07g01320.1,1.584962501,0.330834119
5340,LOC_Os06g41590.3,1.584962501,0.330834119
5341,LOC_Os08g40100.1,1.584962501,0.330834119
5342,LOC_Os02g10050.1,1.584962501,0.330834119
5343,LOC_Os08g07870.1,1.584962501,0.330834119
5344,LOC_Os02g08350.1,1.584962501,0.330834119
5345,LOC_Os05g43440.1,1.584962501,0.330834119
5346,LOC_Os01g66360.1,1.584962501,0.330834119
5347,LOC_Os11g13990.1,1.584962501,0.330834119
5348,LOC_Os10g09850.1,1.584962501,0.330834119
5349,LOC_Os06g29790.1,1.584962501,0.330834119
5350,LOC_Os12g39340.1,1.584962501,0.330834119
5351,LOC_Os01g46060.1,1.584962501,0.330834119
5352,LOC_Os03g01360.4,1.584962501,0.330834119
5353,LOC_Os03g53520.1,1.584962501,0.330834119
5354,LOC_Os01g58220.2,1.584962501,0.330834119
5355,LOC_Os01g51890.1,1.584962501,0.330834119
5356,LOC_Os02g54760.1,1.584962501,0.330834119
5357,LOC_Os09g12650.1,1.584962501,0.330834119
5358,LOC_Os01g10040.1,1.584962501,0.330834119
5359,LOC_Os03g37070.1,1.584962501,0.330834119
5360,LOC_Os02g36870.1,1.584962501,0.330834119
5361,LOC_Os04g47906.2,1.584962501,0.330834119
5362,LOC_Os01g39810.3,1.584962501,0.330834119
5363,LOC_Os08g06550.1,1.584962501,0.330834119
5364,LOC_Os06g51420.1,1.584962501,0.330834119
5365,LOC_Os02g51330.2,1.584962501,0.330834119
5366,LOC_Os01g55110.1,1.584962501,0.330834119
5367,LOC_Os10g31900.1,1.584962501,0.330834119
5368,LOC_Os02g57780.2,1.584962501,0.330834119
5369,LOC_Os10g28080.1,1.584962501,0.330834119
5370,LOC_Os06g31220.1,1.584962501,0.330834119
5371,LOC_Os11g11180.1,1.584962501,0.330834119
5372,LOC_Os03g07820.1,1.584962501,0.330834119
5373,LOC_Os07g46315.1,1.584962501,0.330834119
5374,LOC_Os06g09930.1,1.584962501,0.330834119
5375,LOC_Os01g25610.1,1.584962501,0.330834119
5376,LOC_Os09g10940.1,1.584962501,0.330834119
5377,LOC_Os08g07850.1,1.584962501,0.330834119
5378,LOC_Os07g34650.1,1.584962501,0.330834119
5379,LOC_Os11g03734.1,1.584962501,0.330834119
5380,LOC_Os09g33690.1,1.584962501,0.330834119
5381,LOC_Os09g27950.1,1.584962501,0.330834119
5382,LOC_Os02g38970.1,1.584962501,0.330834119
5383,LOC_Os07g04550.1,1.584962501,0.330834119
5384,LOC_Os05g25070.1,1.584962501,0.330834119
5385,LOC_Os01g60170.1,1.584962501,0.330834119
5386,LOC_Os06g01640.1,1.584962501,0.330834119
5387,LOC_Os02g44104.1,1.584962501,0.330834119
5388,LOC_Os01g01307.1,1.584962501,0.330834119
5389,LOC_Os03g09180.1,1.584962501,0.330834119
5390,LOC_Os01g07540.1,1.584962501,0.330834119
5391,LOC_Os06g13215.1,1.584962501,0.330834119
5392,LOC_Os02g16600.1,1.584962501,0.330834119
5393,LOC_Os01g51920.1,1.584962501,0.330834119
5394,LOC_Os08g01660.1,1.584962501,0.330834119
5395,LOC_Os06g10440.1,1.584962501,0.330834119
5396,LOC_Os10g30870.1,1.584962501,0.330834119
5397,LOC_Os01g45460.1,1.584962501,0.330834119
5398,LOC_Os05g43470.1,1.584962501,0.330834119
5399,LOC_Os02g17720.1,1.584962501,0.330834119
5400,LOC_Os02g48470.1,1.584962501,0.330834119
5401,LOC_Os08g10760.1,1.584962501,0.330834119
5402,LOC_Os12g29560.1,1.584962501,0.330834119
5403,LOC_Os03g13820.1,1.584962501,0.330834119
5404,LOC_Os03g05710.1,1.584962501,0.330834119
5405,LOC_Os02g19804.1,1.584962501,0.330834119
5406,LOC_Os03g23935.1,1.584962501,0.330834119
5407,LOC_Os01g32300.1,1.584962501,0.330834119
5408,LOC_Os02g19170.1,1.584962501,0.330834119
5409,LOC_Os07g39590.1,1.584962501,0.330834119
5410,LOC_Os08g34160.1,1.584962501,0.330834119
5411,LOC_Os01g50200.1,1.584962501,0.330834119
5412,LOC_Os03g05690.1,1.584962501,0.330834119
5413,LOC_Os10g06630.1,1.584962501,0.330834119
5414,LOC_Os08g01890.1,1.584962501,0.330834119
5415,LOC_Os01g70010.1,1.584962501,0.330834119
5416,LOC_Os08g40180.1,1.584962501,0.330834119
5417,LOC_Os03g16570.3,1.584962501,0.330834119
5418,LOC_Os05g49920.1,1.584962501,0.330834119
5419,LOC_Os01g64100.1,1.584962501,0.330834119
5420,LOC_Os04g51166.1,1.584962501,0.330834119
5421,LOC_Os08g09190.1,1.584962501,0.330834119
5422,LOC_Os09g12790.1,1.584962501,0.330834119
5423,LOC_Os07g02540.1,1.584962501,0.330834119
5424,LOC_Os02g26470.1,1.584962501,0.330834119
5425,LOC_Os01g13730.1,1.584962501,0.330834119
5426,LOC_Os06g13600.1,1.584962501,0.330834119
5427,LOC_Os02g55970.2,1.584962501,0.330834119
5428,LOC_Os03g16334.1,1.584962501,0.330834119
5429,LOC_Os03g27350.3,1.584962501,0.330834119
5430,LOC_Os03g41070.1,1.584962501,0.330834119
5431,LOC_Os01g51860.1,1.584962501,0.330834119
5432,LOC_Os12g04510.1,1.584962501,0.330834119
5433,LOC_Os08g33082.1,1.584962501,0.330834119
5434,LOC_Os05g46330.1,1.584962501,0.330834119
5435,LOC_Os03g42840.1,1.584962501,0.330834119
5436,LOC_Os06g04300.1,1.584962501,0.330834119
5437,LOC_Os07g44070.1,1.584962501,0.330834119
5438,LOC_Os06g04040.1,1.584962501,0.330834119
5439,LOC_Os10g28370.1,1.584962501,0.330834119
5440,LOC_Os10g33650.3,1.584962501,0.330834119
5441,LOC_Os05g31062.1,1.584962501,0.330834119
5442,LOC_Os05g37190.1,1.584962501,0.330834119
5443,LOC_Os01g15780.1,1.584962501,0.330834119
5444,LOC_Os07g34570.1,1.584962501,0.330834119
5445,LOC_Os01g54920.2,1.584962501,0.330834119
5446,LOC_Os01g49190.1,1.584962501,0.330834119
5447,LOC_Os03g47760.1,1.584962501,0.330834119
5448,LOC_Os01g46510.1,1.584962501,0.330834119
5449,LOC_Os03g58790.1,1.584962501,0.330834119
5450,LOC_Os09g24230.1,1.584962501,0.330834119
5451,LOC_Os01g68320.5,1.584962501,0.330834119
5452,LOC_Os06g11990.1,1.584962501,0.330834119
5453,LOC_Os06g35730.1,1.584962501,0.330834119
5454,LOC_Os07g49150.1,1.584962501,0.330834119
5455,LOC_Os10g39440.2,1.584962501,0.330834119
5456,LOC_Os02g54990.2,1.584962501,0.330834119
5457,LOC_Os06g45830.1,1.584962501,0.330834119
5458,LOC_Os04g11350.1,1.584962501,0.330834119
5459,LOC_Os01g40280.2,1.584962501,0.330834119
5460,LOC_Os09g39400.1,1.584962501,0.330834119
5461,LOC_Os03g27280.1,1.584962501,0.330834119
5462,LOC_Os06g04910.1,1.584962501,0.330834119
5463,LOC_Os03g51520.2,1.584962501,0.330834119
5464,LOC_Os04g53210.3,1.584962501,0.330834119
5465,LOC_Os04g18570.1,1.584962501,0.330834119
5466,LOC_Os01g18000.1,1.584962501,0.330834119
5467,LOC_Os07g39530.1,1.584962501,0.330834119
5468,LOC_Os12g34045.1,1.584962501,0.330834119
5469,LOC_Os08g06900.1,1.584962501,0.330834119
5470,LOC_Os03g07480.4,-0.514573173,0.585707631
5471,LOC_Os09g39500.1,0.0,0.585554787
5472,LOC_Os08g23730.1,0.0,0.585554787
5473,LOC_Os04g55080.1,0.0,0.585554787
5474,LOC_Os07g48920.1,0.0,0.585554787
5475,LOC_Os08g40140.1,0.0,0.585554787
5476,LOC_Os03g48450.2,0.0,0.585554787
5477,LOC_Os11g39270.1,0.0,0.585554787
5478,LOC_Os01g51200.2,-0.065095028,0.338385812
5479,LOC_Os03g28960.1,-0.540568381,0.58694205
5480,LOC_Os02g40830.2,0.0,0.326064863
5481,LOC_Os01g39310.1,-0.05246742,0.587873986
5482,LOC_Os09g19700.1,-0.05246742,0.587873986
5483,LOC_Os09g17840.1,-0.05246742,0.587873986
5484,LOC_Os05g06280.2,-0.584962501,0.61411963
5485,LOC_Os08g30810.1,-0.509013647,0.614422311
5486,LOC_Os04g40040.1,-0.25352732,0.589141446
5487,LOC_Os05g05240.1,0.040641984,0.340076782
5488,LOC_Os08g43550.1,-0.662965013,0.589537344
5489,LOC_Os12g25710.1,-0.662965013,0.589537344
5490,LOC_Os03g21080.1,-0.662965013,0.589537344
5491,LOC_Os06g47320.1,-0.090197809,0.61537965
5492,LOC_Os07g22640.4,0.222392421,0.430867776
5493,LOC_Os12g04270.2,-0.678071905,0.783549278
5494,LOC_Os04g22470.1,0.0,1.0
5495,LOC_Os03g30000.1,-1.0,0.444143009
5496,LOC_Os03g38950.1,-0.434402824,0.746701474
5497,LOC_Os11g11340.1,-0.415037499,1.0
5498,LOC_Os01g16530.1,-0.387023123,1.0
5499,LOC_Os11g01510.3,-0.060120992,0.412769485
5500,LOC_Os01g22490.1,-0.530514717,0.831585274
5501,LOC_Os08g01930.1,-0.125530882,0.835147402
5502,LOC_Os08g01900.1,-0.584962501,1.0
5503,LOC_Os06g23160.1,0.584962501,0.357888847
5504,LOC_Os09g10930.2,-0.2410081,0.885486556
5505,LOC_Os02g45344.1,0.125530882,0.373749904
5506,LOC_Os04g39489.1,-0.027480736,0.327555672
5507,LOC_Os07g46410.1,-0.249978253,0.911139066
5508,LOC_Os03g62340.1,-0.415037499,1.0
5509,LOC_Os10g25487.1,-0.584962501,1.0
5510,LOC_Os05g38180.4,-0.485426827,1.0
5511,LOC_Os08g02690.1,-0.064130337,0.653362601
5512,LOC_Os05g14010.1,-1.0,0.739838974
5513,LOC_Os06g27820.1,-1.0,1.0
5514,LOC_Os12g07230.1,-0.807354922,0.384189621
5515,LOC_Os03g63090.1,-0.584962501,1.0
5516,LOC_Os03g50510.1,-0.454565863,0.708191065
5517,LOC_Os07g26690.2,-0.514573173,0.73265324
5518,LOC_Os02g07680.2,-0.299560282,1.0
5519,LOC_Os01g43090.1,-0.485426827,0.660919281
5520,LOC_Os03g37970.1,-0.268488836,0.918851417
5521,LOC_Os04g36660.1,-0.222392421,0.87319023
5522,LOC_Os07g39880.1,0.0,1.0
5523,LOC_Os12g01210.1,0.0,1.0
5524,LOC_Os09g17740.1,-0.247927513,1.0
5525,LOC_Os01g22640.1,-1.584962501,0.633460072
5526,LOC_Os08g06040.1,-0.459431619,1.0
5527,LOC_Os04g59460.1,-0.160464672,0.867175653
5528,LOC_Os04g09530.2,-0.387023123,1.0
5529,LOC_Os07g47820.1,-0.371968777,1.0
5530,LOC_Os07g42300.1,-0.584962501,0.691703395
5531,LOC_Os03g27120.1,-0.093109404,0.720036175
5532,LOC_Os12g43130.1,0.0,0.776378797
5533,LOC_Os05g39930.1,-1.0,1.0
5534,LOC_Os03g26630.2,-0.201633861,0.878459884
5535,LOC_Os07g38960.1,-0.304854582,1.0
5536,LOC_Os02g47310.1,-0.362570079,1.0
5537,LOC_Os03g04660.1,-0.289506617,1.0
5538,LOC_Os01g40050.2,0.514573173,0.329559097
5539,LOC_Os04g27860.1,-0.206450877,0.851840322
5540,LOC_Os01g60410.1,-0.584962501,0.799379528
5541,LOC_Os03g07150.1,-1.0,0.356424237
5542,LOC_Os01g08420.1,-0.211504105,0.875840055
5543,LOC_Os03g58050.1,-0.144389909,0.653385351
5544,LOC_Os12g13590.2,-0.436099115,0.874109099
5545,LOC_Os10g28040.1,-0.280107919,1.0
5546,LOC_Os07g07690.1,0.0,1.0
5547,LOC_Os02g36380.2,0.0,0.444007057
5548,LOC_Os06g06290.1,0.485426827,0.392631489
5549,LOC_Os12g29760.1,-1.0,0.698015283
5550,LOC_Os09g31180.1,-0.243925583,0.912172925
5551,LOC_Os04g53620.2,-0.222392421,0.833152381
5552,LOC_Os07g03230.1,-0.137503524,0.757176044
5553,LOC_Os10g31000.1,-0.628031223,0.704599226
5554,LOC_Os02g02890.1,-0.345927414,0.830252831
5555,LOC_Os03g54084.1,-0.371968777,1.0
5556,LOC_Os02g50370.1,-1.415037499,0.365278676
5557,LOC_Os08g38900.2,-0.61667136,0.62517406
5558,LOC_Os04g16770.1,-0.452512205,0.766689004
5559,LOC_Os02g54160.1,-0.188445089,0.753261745
5560,LOC_Os12g09250.1,-0.628031223,0.704599226
5561,LOC_Os10g40410.1,-0.584962501,0.823015872
5562,LOC_Os07g06080.1,-1.584962501,0.633460072
5563,LOC_Os07g30200.2,-0.646363045,0.432829518
5564,LOC_Os09g31400.1,1.0,0.417521697
5565,LOC_Os04g52900.2,-0.401740677,0.658011271
5566,LOC_Os03g12150.1,-0.258311996,0.849956847
5567,LOC_Os03g39407.1,0.584962501,0.662011918
5568,LOC_Os06g43560.1,0.0,0.671145283
5569,LOC_Os01g41220.1,-0.362570079,1.0
5570,LOC_Os01g48270.1,0.0,1.0
5571,LOC_Os03g08020.1,-0.308122295,1.0
5572,LOC_Os02g32030.1,-0.243669081,0.715243948
5573,LOC_Os02g41510.1,-1.415037499,0.365278676
5574,LOC_Os03g58070.1,0.0,1.0
5575,LOC_Os05g42110.1,-1.584962501,0.633460072
5576,LOC_Os02g58340.1,-0.067114196,0.646298383
5577,LOC_Os05g51140.2,-0.115477217,0.841250806
5578,LOC_Os06g37180.1,-0.20321432,0.423412829
5579,LOC_Os04g38410.1,-0.19592021,0.711370087
5580,LOC_Os07g09690.1,0.584962501,0.662011918
5581,LOC_Os01g57570.2,-0.584962501,1.0
5582,LOC_Os01g57570.1,-0.321928095,1.0
5583,LOC_Os09g24250.1,1.0,0.417521697
5584,LOC_Os01g66940.1,-0.584962501,0.691703395
5585,LOC_Os01g05470.1,-0.192645078,1.0
5586,LOC_Os01g43150.3,-0.573185333,0.372223105
5587,LOC_Os03g31750.1,-0.102361718,0.398341759
5588,LOC_Os05g34880.2,-1.584962501,0.633460072
5589,LOC_Os03g55150.6,-0.321928095,1.0
5590,LOC_Os01g43520.1,0.044394119,0.382627494
5591,LOC_Os06g03760.3,-0.222392421,0.804585469
5592,LOC_Os02g53180.1,-0.584962501,1.0
5593,LOC_Os03g28940.2,-1.0,0.739838974
5594,LOC_Os09g17730.2,0.169925001,0.627080764
5595,LOC_Os05g47890.1,0.0,0.671145283
5596,LOC_Os05g42210.1,0.0,0.790430352
5597,LOC_Os01g49190.1,-0.14543044,0.365478421
5598,LOC_Os02g56170.1,-2.0,0.38910012
5599,LOC_Os01g69970.1,0.289506617,0.37614811
5600,LOC_Os06g49120.2,-0.129283017,0.624888297
5601,LOC_Os08g01770.1,0.584962501,0.357888847
5602,LOC_Os12g43370.1,0.050626073,0.354198564
5603,LOC_Os07g37640.1,0.415037499,0.424011311
5604,LOC_Os02g05700.1,-0.428843299,0.797583497
5605,LOC_Os11g37070.2,-0.807354922,0.764224471
5606,LOC_Os06g41990.2,-0.273565073,0.887252795
5607,LOC_Os03g59264.1,-0.415037499,1.0
5608,LOC_Os05g49030.1,-0.906890596,0.404981874
5609,LOC_Os04g44830.1,-0.162271429,0.670292192
5610,LOC_Os02g49950.1,-1.0,0.698015283
5611,LOC_Os03g47740.1,-0.311944006,1.0
5612,LOC_Os02g37990.1,-0.222392421,0.889373269
5613,LOC_Os04g35300.1,-0.192645078,1.0
5614,LOC_Os08g24410.1,-1.415037499,0.365278676
5615,LOC_Os04g46390.1,-0.341036918,0.921093336
5616,LOC_Os02g43930.1,-0.249978253,0.911139066
5617,LOC_Os02g22060.1,0.0,0.760104678
5618,LOC_Os06g48770.1,-0.925999419,0.350794538
5619,LOC_Os10g35710.1,0.263034406,0.395063924
5620,LOC_Os11g07916.1,-0.530514717,0.831585274
5621,LOC_Os03g48270.1,-0.263034406,1.0
5622,LOC_Os03g62370.1,0.0,0.430513977
5623,LOC_Os07g39560.3,0.044394119,0.382627494
5624,LOC_Os10g27190.1,-0.321928095,1.0
5625,LOC_Os11g13694.1,0.0,1.0
5626,LOC_Os09g39180.1,-0.321928095,1.0
5627,LOC_Os01g70170.1,-0.415037499,0.826424288
5628,LOC_Os02g03740.1,-0.387023123,1.0
5629,LOC_Os01g58780.1,-1.0,0.739838974
5630,LOC_Os02g05840.1,-0.91753784,0.330686399
5631,LOC_Os02g55590.2,-0.447458977,0.846341346
5632,LOC_Os07g29390.2,0.584962501,0.662011918
5633,LOC_Os02g53050.1,-0.415037499,1.0
5634,LOC_Os03g53670.2,0.070389328,0.434248244
5635,LOC_Os12g37419.1,-0.584962501,1.0
5636,LOC_Os01g05490.2,-0.700439718,0.439824276
5637,LOC_Os03g07570.1,-0.415037499,0.801195297
5638,LOC_Os02g42290.2,-0.321928095,1.0
5639,LOC_Os01g52390.1,-0.111031312,0.676400367
5640,LOC_Os05g14194.1,-0.263034406,0.914818572
5641,LOC_Os02g58460.1,-0.192645078,1.0
5642,LOC_Os01g06600.1,-0.321928095,1.0
5643,LOC_Os06g04460.1,-0.263034406,1.0
5644,LOC_Os01g68810.1,-0.321928095,1.0
5645,LOC_Os01g04990.1,-1.0,1.0
5646,LOC_Os12g32120.1,0.0,1.0
5647,LOC_Os03g20100.1,-0.399607459,0.773221282
5648,LOC_Os02g55300.1,0.415037499,0.70761532
5649,LOC_Os02g48010.1,-0.131244533,0.762198864
5650,LOC_Os05g06450.1,-0.362570079,1.0
5651,LOC_Os05g03020.1,-2.0,0.38910012
5652,LOC_Os01g09550.1,-0.263034406,1.0
5653,LOC_Os05g51530.1,-0.102361718,0.398341759
5654,LOC_Os03g01830.1,-0.736965594,0.427568192
5655,LOC_Os08g27840.1,-0.180572246,0.682254921
5656,LOC_Os11g34305.1,-1.0,0.698015283
5657,LOC_Os09g28050.1,-0.211504105,0.875840055
5658,LOC_Os01g66190.2,-1.0,0.739838974
5659,LOC_Os06g49490.1,-1.0,0.444143009
5660,LOC_Os07g32010.1,-1.0,0.356424237
5661,LOC_Os03g39830.1,-1.0,0.698015283
5662,LOC_Os02g51880.1,-1.584962501,0.633460072
5663,LOC_Os03g13170.1,-0.299560282,1.0
5664,LOC_Os06g44080.1,0.0,1.0
5665,LOC_Os03g27080.1,-0.299560282,1.0
5666,LOC_Os03g17950.1,-0.584962501,1.0
5667,LOC_Os02g34884.1,-0.160464672,0.867175653
5668,LOC_Os01g50622.2,-0.349942471,0.925709542
5669,LOC_Os12g39420.1,-0.140862536,0.657124904
5670,LOC_Os12g37550.1,-0.700439718,0.662604852
5671,LOC_Os02g32350.1,-0.389946518,0.902360839
5672,LOC_Os02g48800.1,0.0,1.0
5673,LOC_Os03g23950.1,-0.321928095,1.0
5674,LOC_Os12g37560.1,-1.115477217,0.356532274
5675,LOC_Os06g39650.1,0.584962501,0.662011918
5676,LOC_Os12g06910.1,-0.459431619,1.0
5677,LOC_Os01g08270.1,0.047305715,0.368150001
5678,LOC_Os05g28960.2,-0.263034406,1.0
5679,LOC_Os01g48370.1,-0.08246216,0.734483435
5680,LOC_Os03g10620.3,-0.552541023,0.741376761
5681,LOC_Os09g10710.2,-2.0,0.38910012
5682,LOC_Os12g03090.1,0.0,0.42396914
5683,LOC_Os11g14300.1,-0.459431619,0.870705547
5684,LOC_Os04g44910.1,0.0,0.802674019
5685,LOC_Os07g49260.1,0.0,0.645422974
5686,LOC_Os01g16180.4,0.415037499,0.424011311
5687,LOC_Os03g44580.3,0.0,1.0
5688,LOC_Os07g41280.1,-0.652076697,0.813447599
5689,LOC_Os06g05630.3,0.0,1.0
5690,LOC_Os07g33110.3,-0.222392421,0.889373269
5691,LOC_Os04g36050.1,-0.442943496,0.623476794
5692,LOC_Os02g49470.1,0.0,0.760104678
5693,LOC_Os01g57960.1,-0.144389909,0.653385351
5694,LOC_Os08g02400.1,-0.700439718,0.439824276
5695,LOC_Os04g52440.1,-1.0,0.381619428
5696,LOC_Os04g42800.1,-0.584962501,1.0
5697,LOC_Os03g08050.1,-0.267695783,0.776974393
5698,LOC_Os11g34210.1,-0.070389328,0.639156578
5699,LOC_Os02g54820.1,-0.641546029,0.381945275
5700,LOC_Os05g35200.4,-1.0,0.739838974
5701,LOC_Os07g32800.1,0.0,0.776378797
5702,LOC_Os06g15390.1,-0.584962501,1.0
5703,LOC_Os01g72330.1,-1.584962501,0.633460072
5704,LOC_Os11g10510.2,-0.637429921,0.677833319
5705,LOC_Os12g43630.1,-0.700439718,0.662604852
5706,LOC_Os11g05394.2,0.584962501,0.662011918
5707,LOC_Os08g39300.3,-0.138706271,0.387759979
5708,LOC_Os04g06770.1,0.584962501,0.662011918
5709,LOC_Os02g09770.4,0.0,1.0
5710,LOC_Os02g48360.2,0.0,1.0
5711,LOC_Os06g06050.1,-0.485426827,0.839317694
5712,LOC_Os02g28810.1,-0.549338591,0.425067718
5713,LOC_Os04g14790.1,-0.378511623,1.0
5714,LOC_Os10g31790.2,-1.584962501,0.633460072
5715,LOC_Os09g37230.1,-0.452512205,0.766689004
5716,LOC_Os01g60700.1,0.514573173,0.329559097
5717,LOC_Os08g38300.1,-1.0,1.0
5718,LOC_Os12g35630.1,-0.304854582,1.0
5719,LOC_Os10g13670.1,-2.0,0.38910012
5720,LOC_Os01g21160.2,-0.362570079,1.0
5721,LOC_Os01g54550.1,0.0,1.0
5722,LOC_Os12g03470.3,0.0,0.389116593
5723,LOC_Os11g03780.2,-0.736965594,0.73876108
5724,LOC_Os11g03730.2,-0.120294234,0.66564353
5725,LOC_Os05g08420.1,0.169925001,0.627080764
5726,LOC_Os10g31030.1,0.485426827,0.392631489
5727,LOC_Os07g07709.1,-1.0,0.444143009
5728,LOC_Os07g07250.1,-0.263034406,1.0
5729,LOC_Os06g51430.1,-0.523561956,0.748041969
5730,LOC_Os10g33270.1,-0.222392421,1.0
5731,LOC_Os02g48390.1,-0.807354922,0.764224471
5732,LOC_Os08g44760.1,-0.584962501,1.0
5733,LOC_Os03g11240.1,-0.214124805,0.891311801
5734,LOC_Os03g57790.2,-0.203533394,0.811649645
5735,LOC_Os06g06190.1,-1.0,0.698015283
5736,LOC_Os08g17294.2,-1.0,1.0
5737,LOC_Os11g36470.1,-0.472068444,0.642461187
5738,LOC_Os12g30540.1,-0.316857105,1.0
5739,LOC_Os11g16410.3,0.584962501,0.357888847
5740,LOC_Os03g10990.1,0.289506617,0.37614811
5741,LOC_Os12g29220.1,-0.342887714,1.0
5742,LOC_Os08g06344.1,-0.289506617,1.0
5743,LOC_Os09g39680.1,-0.158697746,0.673486514
5744,LOC_Os08g42050.1,-0.736965594,0.73876108
5745,LOC_Os07g49460.3,-1.0,0.698015283
5746,LOC_Os11g39670.1,-0.777607579,0.645784007
5747,LOC_Os01g46720.1,0.0,0.645422974
5748,LOC_Os04g55050.1,-0.906890596,0.404981874
5749,LOC_Os05g34540.1,-0.469485283,0.703019316
5750,LOC_Os05g23860.1,-0.331205908,1.0
5751,LOC_Os03g01600.1,-1.415037499,0.365278676
5752,LOC_Os05g48450.1,-0.485426827,0.839317694
5753,LOC_Os01g61580.3,-0.584962501,0.714494311
5754,LOC_Os04g31900.1,-0.540568381,0.704405044
5755,LOC_Os03g47610.2,-0.470890734,0.393093999
5756,LOC_Os01g48060.2,-1.0,0.739838974
5757,LOC_Os01g26940.1,0.584962501,0.357888847
5758,LOC_Os03g14260.2,-0.600392541,0.425948576
5759,LOC_Os03g08360.1,-0.263034406,1.0
5760,LOC_Os09g27420.1,-0.434402824,0.746701474
5761,LOC_Os01g13200.1,0.0,0.65862756
5762,LOC_Os03g52090.1,-0.206450877,0.789942527
5763,LOC_Os10g25360.1,0.584962501,0.357888847
5764,LOC_Os02g46750.2,0.0,0.760104678
5765,LOC_Os04g47690.1,0.0,1.0
5766,LOC_Os02g43500.1,-0.070389328,0.639156578
5767,LOC_Os01g69950.1,-0.209453366,0.809255648
5768,LOC_Os08g10330.1,-0.91753784,0.330686399
5769,LOC_Os01g07880.1,-0.321928095,1.0
5770,LOC_Os03g10340.1,-0.304854582,1.0
5771,LOC_Os07g12150.1,-0.115477217,0.841250806
5772,LOC_Os12g13670.1,-0.736965594,0.73876108
5773,LOC_Os03g32270.1,-1.0,0.739838974
5774,LOC_Os02g07350.1,-0.906890596,0.404981874
5775,LOC_Os08g45150.2,-1.0,1.0
5776,LOC_Os10g37690.1,-1.0,1.0
5777,LOC_Os11g43890.1,0.0,1.0
5778,LOC_Os05g51490.1,-0.321928095,1.0
5779,LOC_Os01g65900.1,-0.120294234,0.66564353
5780,LOC_Os02g47190.1,-2.0,0.38910012
5781,LOC_Os06g39660.1,0.415037499,0.70761532
5782,LOC_Os02g47940.1,0.263034406,0.395063924
5783,LOC_Os12g01190.2,-0.2410081,1.0
5784,LOC_Os03g40180.1,-0.415037499,0.826424288
5785,LOC_Os11g06720.1,-0.237499314,0.727169453
5786,LOC_Os12g22030.1,0.169925001,0.389341701
5787,LOC_Os06g37160.1,-0.415037499,1.0
5788,LOC_Os04g54200.1,-1.0,0.698015283
5789,LOC_Os08g08110.1,-1.0,0.698015283
5790,LOC_Os04g57560.1,-0.280107919,1.0
5791,LOC_Os10g41440.1,0.180572246,0.376210759
5792,LOC_Os01g61780.1,0.0,0.363471385
5793,LOC_Os05g51450.1,0.0,0.671145283
5794,LOC_Os01g22336.1,-0.584962501,1.0
5795,LOC_Os12g37610.1,-0.777607579,0.645784007
5796,LOC_Os09g12710.1,-0.530514717,0.831585274
5797,LOC_Os01g69080.1,-0.415037499,0.866625293
5798,LOC_Os05g34290.1,-1.584962501,0.633460072
5799,LOC_Os08g21900.1,0.0,0.790430352
5800,LOC_Os03g51950.2,-0.321928095,1.0
5801,LOC_Os01g19740.1,-0.259386629,0.813219639
5802,LOC_Os03g07840.1,-0.59724083,0.361178824
5803,LOC_Os02g31220.2,0.0,0.790430352
